name,owner,language,age_years,pull_requests,releases,last_update_days,issues_total,issues_closed,issues_ratio,stars,contributors
freeCodeCamp,freeCodeCamp,TypeScript,10.67123287671233,25732,0,-1,19832,19639,0.9902682533279549,426292,5556
build-your-own-x,codecrafters-io,Markdown,7.295890410958904,142,0,-1,824,595,0.7220873786407767,413416,122
awesome,sindresorhus,Unknown,11.126027397260273,679,0,-1,354,340,0.96045197740113,394370,608
free-programming-books,EbookFoundation,Python,11.873972602739727,6821,0,-1,1181,1152,0.9754445385266723,365906,2988
public-apis,public-apis,Python,9.43013698630137,1872,0,-1,712,704,0.9887640449438202,362636,1242
developer-roadmap,kamranahmedse,TypeScript,8.446575342465753,3694,1,-1,2942,2693,0.9153636981645139,334403,1367
coding-interview-university,jwasham,Unknown,9.219178082191782,415,0,-1,516,453,0.877906976744186,324730,310
system-design-primer,donnemartin,Python,8.493150684931507,200,0,-1,339,91,0.26843657817109146,317284,120
996.ICU,996icu,Unknown,6.416438356164384,1071,0,-1,0,0,0,274140,639
awesome-python,vinta,Python,11.164383561643836,544,0,-1,0,0,0,256414,404
awesome-selfhosted,awesome-selfhosted,Unknown,10.235616438356164,2394,1,-1,806,806,1.0,243351,1237
project-based-learning,practical-tutorials,Unknown,8.36986301369863,182,0,-1,210,79,0.3761904761904762,240860,104
react,facebook,JavaScript,12.257534246575343,12137,105,-1,14001,13199,0.9427183772587673,238354,1758
vue,vuejs,TypeScript,12.076712328767123,1133,249,-1,10028,9673,0.9645991224571201,209293,403
Python,TheAlgorithms,Python,9.10958904109589,2977,0,-1,1587,1511,0.9521109010712036,204309,1288
linux,torvalds,C,13.978082191780821,10,0,-1,0,0,0,200549,9983
javascript-algorithms,trekhleb,JavaScript,7.421917808219178,302,0,-1,366,229,0.6256830601092896,193062,214
tensorflow,tensorflow,C++,9.8,36044,219,-1,40743,39845,0.9779594040694107,191298,3900
computer-science,ossu,HTML,11.312328767123288,299,0,-1,652,638,0.9785276073619632,190883,152
the-book-of-secret-knowledge,trimstray,Unknown,7.1726027397260275,122,0,-1,0,0,0,183423,100
You-Dont-Know-JS,getify,Unknown,11.775342465753425,368,0,-1,944,863,0.9141949152542372,183012,186
CS-Notes,CyC2018,Unknown,7.528767123287671,374,0,-1,571,448,0.7845884413309983,181541,229
ohmyzsh,ohmyzsh,Shell,15.997260273972604,3377,0,-1,4964,4824,0.9717969379532635,180893,2462
AutoGPT,Significant-Gravitas,Python,2.441095890410959,3200,68,-1,3394,3232,0.9522687094873306,178024,769
vscode,microsoft,TypeScript,9.978082191780821,36283,177,-1,205624,193477,0.9409261564797884,176019,2268
bootstrap,twbs,MDX,14.07945205479452,8974,93,0,22751,22346,0.9821985846775966,172895,1393
flutter,flutter,Dart,10.473972602739726,43862,7,-1,108859,96953,0.8906291624946031,172049,1683
Python-100-Days,jackfrued,Jupyter Notebook,7.484931506849315,13,0,-1,691,118,0.170767004341534,171185,13
gitignore,github,Unknown,14.8,1716,0,-1,0,0,0,168841,5316
the-art-of-command-line,jlevy,Unknown,10.26849315068493,317,0,-1,258,136,0.5271317829457365,157869,164
stable-diffusion-webui,AUTOMATIC1111,Python,3.0054794520547947,1874,27,-1,7830,5467,0.6982120051085569,155878,590
JavaGuide,Snailclimb,Java,7.301369863013699,1180,0,0,1104,1032,0.9347826086956522,151385,592
ollama,ollama,Go,2.1616438356164385,2475,143,-1,8023,6242,0.7780132120154556,150791,512
awesome-go,avelino,Go,11.139726027397261,3458,0,-1,688,682,0.9912790697674418,150656,2014
transformers,huggingface,Python,6.821917808219178,16681,224,-1,17823,16738,0.9391236043314818,148722,3492
javascript,airbnb,JavaScript,12.816438356164383,810,0,-1,1367,1269,0.9283101682516459,147296,513
Microsoft-Activation-Scripts,massgravel,Batchfile,5.616438356164384,6,24,-1,722,722,1.0,145730,10
youtube-dl,ytdl-org,Python,14.821917808219178,1642,341,-1,26771,23125,0.8638078517799112,136965,804
next.js,vercel,JavaScript,8.887671232876713,23664,1000,-1,23390,21070,0.9008123129542539,133954,3677
awesome-chatgpt-prompts,f,JavaScript,2.717808219178082,171,0,-1,0,0,0,133092,129
n8n,n8n-io,TypeScript,6.175342465753425,10641,382,-1,5195,4570,0.8796920115495669,132143,519
go,golang,Go,11.01917808219178,1,0,-1,67944,58770,0.8649770399152243,129552,2270
tech-interview-handbook,yangshun,TypeScript,9.139726027397261,481,0,-1,115,74,0.6434782608695652,129096,166
fucking-algorithm,labuladong,Markdown,5.512328767123288,238,1,-1,920,916,0.9956521739130435,128974,110
scrcpy,Genymobile,C,7.758904109589041,113,47,-1,5626,3176,0.5645218627799502,126998,153
HelloGitHub,521xueweihan,Python,9.30958904109589,16,57,-1,2840,2651,0.9334507042253521,126079,17
30-seconds-of-code,Chalarangelo,JavaScript,7.736986301369863,827,12,-1,300,300,1.0,125065,310
yt-dlp,yt-dlp,Python,4.8273972602739725,2911,118,-1,9784,8185,0.8365699100572364,123526,1464
react-native,facebook,C++,10.627397260273973,930,410,-1,27204,26549,0.9759226584325834,123514,2825
PowerToys,microsoft,C#,6.317808219178082,5663,117,-1,34579,27577,0.7975071575233523,122510,10000
electron,electron,C++,12.372602739726027,23274,1000,-1,21050,20299,0.9643230403800475,118004,1293
kubernetes,kubernetes,Go,11.221917808219178,62232,755,-1,47705,45790,0.9598574572895923,117036,4007
hello-algo,krahets,Java,2.802739726027397,945,9,-1,270,258,0.9555555555555556,115694,200
free-programming-books-zh_CN,justjavac,Unknown,11.808219178082192,282,3,-1,0,0,0,115047,124
langchain,langchain-ai,Jupyter Notebook,2.852054794520548,14493,948,-1,8645,8433,0.9754771544245229,114083,3728
node,nodejs,JavaScript,10.747945205479452,10771,455,-1,19464,17743,0.9115803534730785,112900,3589
dify,langgenius,TypeScript,2.367123287671233,7076,140,-1,12620,11926,0.9450079239302694,111834,944
d3,d3,Shell,14.915068493150685,493,194,-1,2229,2220,0.9959623149394348,111340,139
free-for-dev,ripienaar,HTML,10.441095890410958,2762,0,-1,0,0,0,110725,1782
three.js,mrdoob,JavaScript,15.43013698630137,14407,171,-1,13179,12729,0.9658547689506032,108243,1980
open-webui,open-webui,JavaScript,1.8821917808219177,2516,122,-1,6192,5983,0.9662467700258398,107671,617
axios,axios,JavaScript,11.021917808219179,1001,97,-1,4844,4607,0.9510734929810074,107453,495
rust,rust-lang,Rust,15.197260273972603,65685,140,-1,59256,48623,0.8205582557040637,105986,5657
excalidraw,excalidraw,TypeScript,5.6438356164383565,3702,14,-1,4244,2405,0.5666823751178134,105858,334
TypeScript,microsoft,TypeScript,11.191780821917808,14675,212,0,42458,36877,0.8685524518347544,105689,809
langflow,langflow-ai,Python,2.5397260273972604,4632,262,-1,2701,2260,0.836727138097001,104959,301
deno,denoland,Rust,7.279452054794521,13347,342,-1,13183,10913,0.8278085413031935,104000,1055
nodebestpractices,goldbergyoni,Dockerfile,7.942465753424657,765,0,-1,328,285,0.8689024390243902,103983,228
create-react-app,facebook,JavaScript,9.106849315068493,1949,83,0,8402,6567,0.7815996191383004,103458,956
GitHub-Chinese-Top-Charts,GrowingGit,Java,5.96986301369863,0,0,-1,340,161,0.47352941176470587,101434,1
godot,godotengine,C++,11.64109589041096,38721,61,-1,58147,46040,0.7917863346346329,100525,3006
terminal,microsoft,C++,8.038356164383561,4189,136,-1,13463,11867,0.8814528708311669,99305,444
DeepSeek-V3,deepseek-ai,Python,0.6575342465753424,21,1,-1,589,559,0.9490662139219015,98907,22
angular,angular,TypeScript,10.936986301369863,3894,471,0,29482,28136,0.954345024082491,98523,2158
frp,fatedier,Go,9.67945205479452,683,106,-1,3905,3848,0.9854033290653009,97758,121
papers-we-love,papers-we-love,Shell,11.695890410958905,437,0,0,246,245,0.9959349593495935,97423,258
Awesome-Hacking,Hack-with-Github,Unknown,9.405479452054795,34,0,-1,0,0,0,96711,29
iptv,iptv-org,TypeScript,6.778082191780822,6672,0,-1,14881,14437,0.9701632954774545,96483,358
material-ui,mui,TypeScript,11.021917808219179,20808,547,-1,20167,18553,0.9199682649873556,96449,3048
rustdesk,rustdesk,Rust,4.904109589041096,3638,31,-1,3596,3541,0.9847052280311457,96230,332
tauri,tauri-apps,Rust,6.117808219178082,5167,1000,-1,5775,4646,0.8045021645021645,95870,495
ant-design,ant-design,TypeScript,10.33972602739726,15776,714,-1,31628,30401,0.9612052611609966,95754,2282
generative-ai-for-beginners,microsoft,Jupyter Notebook,2.180821917808219,388,0,-1,176,166,0.9431818181818182,95415,204
thefuck,nvbn,Python,10.383561643835616,481,17,-1,760,472,0.6210526315789474,93668,182
clean-code-javascript,ryanmcdermott,JavaScript,8.747945205479452,149,0,-1,235,163,0.6936170212765957,93639,110
ui,shadcn-ui,TypeScript,2.6356164383561644,636,52,-1,3349,2380,0.7106598984771574,93511,288
HowToCook,Anduin2017,Dockerfile,5.484931506849315,586,4,-1,782,346,0.4424552429667519,92759,405
pytorch,pytorch,Python,9.032876712328767,6193,61,-1,53280,37753,0.7085773273273274,92627,4019
java-design-patterns,iluwatar,Java,11.046575342465754,1507,0,0,959,830,0.8654848800834203,92559,455
neovim,neovim,Vim Script,11.567123287671233,16154,45,-1,13129,11482,0.8745525173280524,92173,1563
puppeteer,puppeteer,TypeScript,8.295890410958904,5424,560,-1,7221,6955,0.9631629968148456,92153,518
Web-Dev-For-Beginners,microsoft,JavaScript,4.786301369863014,517,0,-1,331,243,0.7341389728096677,91539,294
DeepSeek-R1,deepseek-ai,Unknown,0.589041095890411,9,1,-1,631,592,0.9381933438985737,90970,13
vue-element-admin,PanJiaChen,Vue,8.356164383561644,311,49,-1,3609,2357,0.6530894984760321,89804,121
tailwindcss,tailwindlabs,TypeScript,7.884931506849315,3072,290,-1,4544,4464,0.9823943661971831,89749,317
fastapi,fastapi,Python,6.712328767123288,2738,208,-1,3466,3417,0.985862665897288,88700,837
every-programmer-should-know,mtdvio,Unknown,8.002739726027396,99,0,-1,52,23,0.4423076923076923,87917,82
storybook,storybookjs,TypeScript,9.438356164383562,11483,1000,0,13696,11618,0.8482768691588785,87582,2011
supabase,supabase,TypeScript,5.868493150684931,12948,22,-1,4663,4440,0.9521767102723568,87558,1546
awesome-mac,jaywcjlove,JavaScript,9.106849315068493,991,12,-1,481,367,0.762993762993763,87557,611
whisper,openai,Python,2.936986301369863,119,13,-1,0,0,0,87109,159
nvm,nvm-sh,Shell,15.367123287671232,729,70,-1,2315,1999,0.8634989200863931,86531,371
ComfyUI,comfyanonymous,Python,2.6,1211,74,-1,6210,3677,0.592109500805153,86396,234
NextChat,ChatGPTNextWeb,TypeScript,2.4575342465753423,889,77,-1,3547,2888,0.8142091908655201,85606,256
v2rayN,2dust,C#,6.071232876712329,273,265,-1,6024,6020,0.99933598937583,85425,89
llama.cpp,ggml-org,C++,2.4575342465753423,5533,1000,-1,5724,5385,0.9407756813417191,85393,1237
bitcoin,bitcoin,C++,14.687671232876712,15518,56,-1,8687,8276,0.9526879244848624,85171,1002
app-ideas,florinpop17,Unknown,6.495890410958904,149,0,-1,170,44,0.25882352941176473,84974,68
django,django,Python,13.32876712328767,9863,0,-1,0,0,0,84660,2673
svelte,sveltejs,JavaScript,8.761643835616438,5993,511,-1,8501,7685,0.9040112927890837,83836,801
gin,gin-gonic,Go,11.191780821917808,1114,27,0,2348,1680,0.7155025553662692,83692,472
opencv,opencv,C++,13.104109589041096,13085,66,-1,11236,8632,0.7682449270202919,83655,1704
hugo,gohugoio,Go,12.145205479452056,2960,337,-1,7800,7362,0.9438461538461539,83035,832
mermaid,mermaid-js,TypeScript,10.813698630136987,2440,164,-1,3371,2098,0.6223672500741619,82347,639
realworld,gothinkster,TypeScript,9.495890410958904,433,0,0,542,503,0.9280442804428044,82254,86
animate.css,animate-css,CSS,13.873972602739727,315,22,0,882,841,0.953514739229025,82070,122
laravel,laravel,Blade,14.219178082191782,1641,198,-1,0,0,0,81908,717
FreeDomain,DigitalPlatDev,HTML,1.2328767123287672,0,0,-1,0,0,0,81429,4
mall,macrozheng,Java,7.391780821917808,1,3,-1,497,487,0.9798792756539235,81365,1
core,home-assistant,Python,11.93972602739726,75798,1000,-1,62509,60161,0.9624374090131022,80881,4323
manim,3b1b,Python,10.43013698630137,642,13,-1,1212,761,0.6278877887788779,80026,166
FiraCode,tonsky,Clojure,10.789041095890411,137,29,-1,1364,954,0.6994134897360704,79953,123
bun,oven-sh,Zig,4.361643835616438,5985,196,-1,13117,8322,0.6344438514904323,79885,821
system-prompts-and-models-of-ai-tools,x1xhlol,Unknown,0.4684931506849315,28,0,-1,104,56,0.5384615384615384,78522,21
spring-boot,spring-projects,Java,12.852054794520548,42,320,0,39292,38736,0.9858495368013845,78182,1173
advanced-java,doocs,Java,6.884931506849315,88,1,-1,147,146,0.9931972789115646,78138,490
devops-exercises,bregman-arie,Python,5.8931506849315065,302,0,0,99,64,0.6464646464646465,78026,205
models,tensorflow,Python,9.553424657534247,2341,50,0,7312,6236,0.8528446389496718,77619,961
awesome-for-beginners,MunGell,Unknown,9.838356164383562,453,0,-1,186,175,0.9408602150537635,76874,346
ML-For-Beginners,microsoft,HTML,4.476712328767123,377,0,0,147,141,0.9591836734693877,76794,139
awesome-interview-questions,DopplerHQ,Unknown,9.742465753424657,175,0,-1,61,34,0.5573770491803278,76671,141
gpt4all,nomic-ai,C++,2.410958904109589,934,38,-1,2188,1488,0.680073126142596,76541,114
LeetCodeAnimation,MisterBooo,Java,6.717808219178083,63,0,-1,62,42,0.6774193548387096,76409,15
playwright,microsoft,TypeScript,5.7753424657534245,15071,151,-1,16316,15481,0.9488232409904388,76296,644
netdata,netdata,C,12.191780821917808,10936,121,-1,8118,7951,0.9794284306479428,75643,606
funNLP,fighting41love,Python,7.010958904109589,14,0,-1,81,47,0.5802469135802469,75618,12
Font-Awesome,FortAwesome,JavaScript,13.523287671232877,212,60,0,19754,16002,0.8100637845499645,75587,26
syncthing,syncthing,Go,11.747945205479452,2759,440,-1,5698,5369,0.9422604422604423,75493,341
system-design-101,ByteByteGoHq,Unknown,1.9315068493150684,23,0,-1,54,17,0.3148148148148148,75481,16
github-readme-stats,anuraghazra,JavaScript,5.126027397260274,1303,0,-1,1306,1110,0.8499234303215927,75271,274
vite,vitejs,TypeScript,5.342465753424658,5586,598,-1,8085,7620,0.9424860853432282,74872,1132
json-server,typicode,JavaScript,11.745205479452055,121,38,-1,1169,549,0.4696321642429427,74821,77
union,unionlabs,Rust,2.2739726027397262,2760,95,-1,1822,1590,0.8726673984632273,74500,47
weekly,ruanyf,Unknown,6.865753424657535,101,0,-1,7112,1081,0.15199662542182227,74234,63
immich,immich-app,TypeScript,3.5534246575342467,7162,261,-1,6313,5728,0.907334072548709,74114,1469
uptime-kuma,louislam,JavaScript,4.142465753424657,1317,111,-1,4169,3455,0.8287359078915807,73647,753
hoppscotch,hoppscotch,TypeScript,6.010958904109589,1870,83,-1,2046,1555,0.760019550342131,73610,285
elasticsearch,elastic,Java,15.547945205479452,80589,202,0,40644,36335,0.8939818915461076,73604,3816
code-server,coder,TypeScript,6.49041095890411,1576,200,-1,3705,3569,0.9632928475033739,73544,247
awesome-vue,vuejs,Unknown,9.849315068493151,3574,0,0,228,190,0.8333333333333334,73199,2244
fzf,junegunn,Go,11.841095890410958,595,70,-1,3016,2781,0.9220822281167109,73137,292
Best-websites-a-programmer-should-visit,sdmg15,Unknown,8.473972602739726,431,0,-1,174,103,0.5919540229885057,72925,312
Deep-Live-Cam,hacksider,Python,1.915068493150685,85,8,-1,989,924,0.9342770475227502,72675,51
nest,nestjs,TypeScript,8.553424657534247,7412,131,-1,5673,5644,0.9948880662788648,72381,526
markitdown,microsoft,Python,0.7753424657534247,147,14,-1,323,69,0.21362229102167182,72197,10000
d2l-zh,d2l-ai,Python,8.005479452054795,1019,16,-1,0,0,0,71878,253
clash-verge-rev,clash-verge-rev,TypeScript,1.7561643835616438,321,50,-1,3806,3690,0.9695218076720967,71640,100
gemini-cli,google-gemini,TypeScript,0.3506849315068493,1950,48,-1,3635,2337,0.6429160935350756,71426,298
stable-diffusion,CompVis,Jupyter Notebook,3.0383561643835617,5,0,0,727,195,0.26822558459422285,71371,15
Front-End-Checklist,thedaviddias,Unknown,7.857534246575343,179,1,-1,148,147,0.9932432432432432,70967,112
screenshot-to-code,abi,Python,1.7753424657534247,49,0,0,382,278,0.7277486910994765,70777,23
redis,redis,C,16.435616438356163,4162,96,-1,6781,4629,0.6826426780710809,70576,764
moby,moby,Go,12.602739726027398,21492,237,0,23125,19928,0.8617513513513514,70527,2291
flask,pallets,Python,15.391780821917807,1613,37,-1,2692,2691,0.99962852897474,70209,733
Ventoy,ventoy,C,5.457534246575342,280,105,-1,2532,1671,0.659952606635071,70082,118
cs-video-courses,Developer-Y,Unknown,8.843835616438357,234,0,-1,0,0,0,69626,107
grafana,grafana,TypeScript,11.706849315068494,56804,550,-1,40990,37504,0.9149548670407417,69585,3128
awesome-react,enaqx,Unknown,11.054794520547945,780,0,-1,113,109,0.9646017699115044,69535,610
reveal.js,hakimel,JavaScript,14.221917808219178,409,49,0,2464,1690,0.6858766233766234,69464,324
awesome-machine-learning,josephmisiti,Python,11.115068493150686,872,0,-1,93,93,1.0,69423,642
PayloadsAllTheThings,swisskyrepo,Python,8.852054794520548,548,5,-1,0,0,0,69393,288
strapi,strapi,TypeScript,9.904109589041095,9125,478,-1,11189,10205,0.9120564840468317,69256,1029
gpt_academic,binary-husky,Python,2.43013698630137,224,32,0,1741,1478,0.848937392303274,69156,104
tesseract,tesseract-ocr,C++,11.038356164383561,1411,34,-1,2726,2303,0.8448275862068966,69018,184
swift,swiftlang,C++,9.841095890410958,55451,60,-1,16783,9432,0.5619972591312637,68980,1295
protobuf,protocolbuffers,C++,11.0,7786,195,-1,6640,6407,0.9649096385542169,68870,1147
cpython,python,Python,8.536986301369863,52827,0,-1,73374,66134,0.9013274456892088,68502,3178
browser-use,browser-use,Python,0.810958904109589,990,74,-1,1060,551,0.519811320754717,68500,218
node,base,Go,2.558904109589041,186,54,0,241,190,0.7883817427385892,68464,52
sherlock,sherlock-project,Python,6.668493150684932,642,1,-1,1075,971,0.9032558139534884,68180,241
imgui,ocornut,C++,11.098630136986301,405,114,-1,6538,5524,0.8449066992964209,67751,463
superset,apache,TypeScript,10.098630136986301,14847,233,0,11640,11171,0.9597079037800688,67715,1313
express,expressjs,JavaScript,16.16986301369863,461,160,0,3991,3887,0.9739413680781759,67583,340
openai-cookbook,openai,Jupyter Notebook,3.4547945205479453,863,0,-1,602,558,0.9269102990033222,67375,2443
new-pac,Alvin9999,Python,9.424657534246576,0,0,-1,1773,1334,0.7523970671178793,67348,3
LLMs-from-scratch,rasbt,Jupyter Notebook,2.0876712328767124,390,0,-1,176,172,0.9772727272727273,67118,46
awesome-mcp-servers,punkpeye,Unknown,0.7287671232876712,923,0,-1,103,74,0.7184466019417476,67079,720
cs-self-learning,PKUFlyingPig,HTML,3.8438356164383563,297,5,-1,210,104,0.49523809523809526,66664,156
Chart.js,chartjs,JavaScript,12.441095890410958,3002,116,0,7266,6804,0.9364161849710982,66410,494
localsend,localsend,Dart,2.6876712328767125,667,24,-1,1432,645,0.4504189944134078,66397,216
obs-studio,obsproject,C,11.901369863013699,5242,223,-1,4608,3935,0.8539496527777778,66354,652
caddy,caddyserver,Go,10.616438356164384,2128,130,-1,4334,4156,0.9589293954776188,66342,345
ansible,ansible,Python,13.473972602739726,39195,162,0,33033,32478,0.983198619562256,66025,5578
awesome-cpp,fffaraz,Unknown,11.10958904109589,801,0,-1,583,237,0.4065180102915952,65837,421
tabby,Eugeny,TypeScript,8.67123287671233,1489,200,-1,5727,3419,0.5969966823817007,65666,146
uv,astral-sh,Rust,1.893150684931507,7211,209,-1,7391,5466,0.7395480990393722,65649,433
33-js-concepts,leonardomso,JavaScript,6.972602739726027,252,0,-1,103,81,0.7864077669902912,65533,194
webpack,webpack,JavaScript,13.463013698630137,5110,438,-1,10089,9970,0.9882049757161264,65494,841
servers,modelcontextprotocol,TypeScript,0.7589041095890411,891,19,-1,635,459,0.7228346456692913,65448,712
act,nektos,Go,6.6438356164383565,1049,88,-1,1281,1062,0.8290398126463701,65298,213
SecLists,danielmiessler,PHP,13.517808219178082,681,28,-1,298,292,0.9798657718120806,65135,306
AppFlowy,AppFlowy-IO,Dart,4.189041095890411,3886,111,-1,3622,2646,0.7305356156819437,65054,371
gpt4free,xtekky,Python,2.4054794520547946,820,337,-1,1868,1861,0.9962526766595289,64998,245
javascript-questions,lydiahallie,Unknown,6.2027397260273975,328,0,0,250,233,0.932,64786,205
lobe-chat,lobehub,TypeScript,2.26027397260274,2515,1000,-1,4344,3445,0.79304788213628,64764,262
awesome-scalability,binhnguyennus,Unknown,7.66027397260274,36,0,-1,0,0,0,64705,27
Stirling-PDF,Stirling-Tools,Java,2.5726027397260274,2220,135,-1,1395,1077,0.7720430107526882,64566,248
echarts,apache,TypeScript,12.397260273972602,1448,122,0,19089,17238,0.903033160458903,64439,269
interviews,kdn251,Java,8.526027397260274,42,0,-1,56,24,0.42857142857142855,64385,30
zed,zed-industries,Rust,4.506849315068493,16399,969,-1,14128,11510,0.8146942242355606,64292,1141
awesome-public-datasets,awesomedata,Unknown,10.764383561643836,188,1,0,118,48,0.4067796610169492,64153,156
lazygit,jesseduffield,Go,7.2684931506849315,1690,169,-1,2292,1596,0.6963350785340314,63950,331
nocode,kelseyhightower,Dockerfile,7.545205479452055,1,1,-1,4863,716,0.14723421756117622,63785,1
the-algorithm,twitter,Scala,2.410958904109589,2,0,0,1010,729,0.7217821782178218,63510,12
keras,keras-team,Python,10.413698630136986,4243,81,0,12528,12295,0.9814016602809706,63359,1342
anime,juliangarnier,JavaScript,9.452054794520548,79,22,-1,793,718,0.905422446406053,63357,48
scikit-learn,scikit-learn,Python,15.027397260273972,13465,47,-1,11655,10078,0.8646932646932647,63111,3073
ragflow,infiniflow,TypeScript,1.6986301369863013,3746,31,-1,4987,2303,0.4618006817726088,62933,335
design-resources-for-developers,bradtraversy,Unknown,5.301369863013699,949,0,-1,104,104,1.0,62818,441
Java,TheAlgorithms,Java,9.10958904109589,2020,0,-1,1108,1101,0.9936823104693141,62800,718
annotated_deep_learning_paper_implementations,labmlai,Python,4.997260273972603,101,0,-1,137,113,0.8248175182481752,62711,38
resume.github.com,resume,JavaScript,14.553424657534247,84,0,0,122,66,0.5409836065573771,62594,52
Apollo-11,chrislgarry,Assembly,11.397260273972602,343,0,-1,382,326,0.8534031413612565,62512,202
OpenHands,All-Hands-AI,Python,1.4465753424657535,5127,76,-1,3293,2954,0.897054357728515,62467,382
awesome-courses,prakhar1989,Unknown,10.778082191780822,194,0,-1,81,39,0.48148148148148145,62371,134
socket.io,socketio,TypeScript,15.463013698630137,435,75,0,3616,3423,0.9466261061946902,62325,388
awesome-nodejs,sindresorhus,Unknown,11.126027397260273,418,0,0,104,102,0.9807692307692307,62324,361
sway,FuelLabs,Rust,4.594520547945206,3502,178,0,3301,2452,0.7428052105422599,62166,160
awesome-llm-apps,Shubhamsaboo,Python,1.3178082191780822,132,0,-1,93,87,0.9354838709677419,61625,46
docusaurus,facebook,TypeScript,8.180821917808219,5482,151,-1,3319,3024,0.9111178065682435,61425,1273
redux,reduxjs,TypeScript,10.241095890410959,1720,78,0,2062,2024,0.9815712900096993,61310,997
Prompt-Engineering-Guide,dair-ai,MDX,2.6876712328767125,338,0,-1,223,71,0.3183856502242152,61027,192
lodash,lodash,JavaScript,13.386301369863014,581,2,0,4312,4228,0.9805194805194806,60871,299
atom,atom,JavaScript,13.6,3933,538,-1,17111,16148,0.9437204137689206,60581,486
Front-end-Developer-Interview-Questions,h5bp,Nunjucks,13.545205479452054,484,0,0,177,143,0.807909604519774,60522,236
architect-awesome,xingshaocheng,Unknown,7.3863013698630136,49,0,-1,71,22,0.30985915492957744,60403,37
open-interpreter,openinterpreter,Python,2.1123287671232878,369,48,-1,1025,797,0.7775609756097561,60335,124
localstack,localstack,Python,8.830136986301369,6235,94,0,6000,5759,0.9598333333333333,60225,616
alacritty,alacritty,Rust,9.517808219178082,1888,101,-1,6123,5800,0.9472480810060427,60064,449
llm-course,mlabonne,Unknown,2.186301369863014,1,0,-1,84,30,0.35714285714285715,60058,2
prometheus,prometheus,Go,12.753424657534246,7634,342,-1,6169,5646,0.9152212676284649,60042,1042
markdown-here,adam-p,JavaScript,13.287671232876713,27,17,-1,629,329,0.5230524642289348,60002,14
